province,regency,district,village,postal
"Riau","Kabupaten Pelalawan","Kerumutan","Pangkalan Tampui","28352"
"Riau","Kabupaten Pelalawan","Bandar Petalangan","Rawang Empat","28384"
"Riau","Kabupaten Pelalawan","Bandar Petalangan","Kuala Semundam","28384"
"Riau","Kabupaten Rokan Hulu","Rokan Iv Koto","Rokan Timur","28551"
"Riau","Kabupaten Rokan Hulu","Kepenuhan","Kepenuhan Timur","28563"
"Riau","Kabupaten Rokan Hulu","Rambah Hilir","Lubuk Kerapat","28561"
"Riau","Kabupaten Rokan Hulu","Rambah Hilir","Serombou Indah","28561"
"Riau","Kabupaten Rokan Hulu","Kabun","Boncah Kesuma","28554"
"Riau","Kabupaten Rokan Hulu","Bonai Darussalam","Kasang Mungkal","28559"
"Riau","Kabupaten Rokan Hilir","Kubu","Sungaikubu","28991"
"Riau","Kabupaten Rokan Hilir","Kubu","Sungaisegajah","28991"
"Riau","Kabupaten Rokan Hilir","Tanah Putih","Cempedak Rahuk","28985"
"Riau","Kabupaten Rokan Hilir","Rimba Melintang","Langgadai Hulu","28953"
"Riau","Kabupaten Rokan Hilir","Rimba Melintang","Lenggadai Hilir","28953"
"Riau","Kabupaten Rokan Hilir","Sinaboi","Sinaboi","28914"
"Riau","Kabupaten Rokan Hilir","Sinaboi","Sei Bakau","28914"
"Riau","Kabupaten Rokan Hilir","Bangko Pusako","Bangko Pusako","28993"
"Riau","Kabupaten Rokan Hilir","Bangko Pusako","Sei Manasib","28993"
"Riau","Kabupaten Rokan Hilir","Simpang Kanan","Kota Parit","28994"
"Riau","Kabupaten Rokan Hilir","Batu Hampar","Bantayan Hilir","28912"
"Riau","Kabupaten Rokan Hilir","Batu Hampar","Bantaian","28912"
"Riau","Kabupaten Rokan Hilir","Batu Hampar","Sungaisialang","28912"
"Riau","Kabupaten Rokan Hilir","Batu Hampar","Bantayan Baru","28912"
"Riau","Kabupaten Rokan Hilir","Batu Hampar","Sungaisialang Hulu","28912"
"Riau","Kabupaten Rokan Hilir","Rantau Kopar","Sungai Rangau","28984"
"Riau","Kabupaten Rokan Hilir","Kubu Babussalam","Sungaimajo","28990"
"Riau","Kabupaten Rokan Hilir","Kubu Babussalam","Sungaipanji-panji","28990"
"Riau","Kabupaten Rokan Hilir","Balai Jaya","Bagan Bhakti","28992"
"Riau","Kabupaten Siak","Siak","Suak Lanjut","28673"
"Riau","Kabupaten Siak","Sungai Mandau","Sungai Selodang","28674"
"Riau","Kabupaten Siak","Dayun","Berumbung Baru","28671"
"Riau","Kabupaten Siak","Kerinci Kanan","Buana Bakti","28654"
"Riau","Kabupaten Siak","Bunga Raya","Buatan Lestari","28764"
"Riau","Kabupaten Siak","Kandis","Pencing Bekulo","28686"
"Riau","Kabupaten Kuantan Singingi","Singingi","Petai Baru","29563"
"Riau","Kabupaten Kuantan Singingi","Cerenti","Pesikaian","29555"
"Riau","Kabupaten Kuantan Singingi","Pangean","Koto Pangean","29553"
"Riau","Kabupaten Kuantan Singingi","Logas Tanah Darat","Sako Margasari","29556"
"Riau","Kabupaten Kuantan Singingi","Hulu Kuantan","Sungaikelelawar","29568"
"Riau","Kabupaten Kuantan Singingi","Hulu Kuantan","Serosa","29568"
"Riau","Kabupaten Kepulauan Meranti","Rangsang","Gemala Sari","28755"
"Riau","Kabupaten Kepulauan Meranti","Merbau","Meranti Bunting","28752"
"Riau","Kota Pekanbaru","Sukajadi","Pulau Karomah","28127"
"Riau","Kota Pekanbaru","Rumbai Barat","Muarafajar Timur","28267"
"Riau","Kota Pekanbaru","Rumbai Barat","Muarafajar Barat","28267"
"Riau","Kota Pekanbaru","Rumbai Barat","Maharani","28264"
"Riau","Kota Pekanbaru","Rumbai Barat","Agrowisata","28264"
"Riau","Kota Pekanbaru","Binawidya","Tobekgodang","28297"
"Riau","Kota Pekanbaru","Binawidya","Binawidya","28295"
"Riau","Kota Pekanbaru","Binawidya","Sungaisibam","28292"
"Riau","Kota Pekanbaru","Marpoyan Damai","Perhentianmarpoyan","28125"
"Riau","Kota Pekanbaru","Tenayan Raya","Bencahlesung","28285"
"Riau","Kota Pekanbaru","Tenayan Raya","Bambukuning","28281"
"Riau","Kota Pekanbaru","Tenayan Raya","Melebung","28285"
"Riau","Kota Pekanbaru","Tenayan Raya","Industritenayan","28285"
"Riau","Kota Pekanbaru","Tenayan Raya","Tuahnegeri","28285"
"Riau","Kota Pekanbaru","Payung Sekaki","Tirtasiak","28292"
"Riau","Kota Pekanbaru","Tuahmadani","Sialangmunggu","28299"
"Riau","Kota Pekanbaru","Tuahmadani","Tuahmadani","28298"
"Riau","Kota Pekanbaru","Kulim","Mentangor","28286"
"Riau","Kota Pekanbaru","Kulim","Sialangrampai","28286"
"Riau","Kota Pekanbaru","Kulim","Pebatuan","28286"
"Riau","Kota Pekanbaru","Kulim","Pematangkapau","28286"
"Riau","Kota Pekanbaru","Rumbai Timur","Sungaiukai","28287"
"Riau","Kota Pekanbaru","Rumbai Timur","Sungaiambang","28262"
"Riau","Kota Dumai","Bukit Kapur","Bukit Nenas","28882"
"Riau","Kota Dumai","Bukit Kapur","Bukit Kayu Kapur","28882"
"Riau","Kota Dumai","Bukit Kapur","Bagan Besar Timur","28882"
"Riau","Kota Dumai","Bukit Kapur","Bukit Kapur","28882"
"Riau","Kota Dumai","Sungai Sembilan","Sungai Geniot","28882"
"Jambi","Kabupaten Kerinci","Danau Kerinci","Kota Baru Sanggaran Agung","37172"
"Jambi","Kabupaten Kerinci","Air Hangat","Koto Baru Semurup","37168"
"Jambi","Kabupaten Kerinci","Air Hangat","Koto Dua Lama","37168"
"Jambi","Kabupaten Kerinci","Air Hangat","Sawahan Koto Majidin","37168"
"Jambi","Kabupaten Kerinci","Air Hangat","Sawahan Jaya","37168"
"Jambi","Kabupaten Kerinci","Keliling Danau","Kt Tuo P. Tengah","37173"
"Jambi","Kabupaten Kerinci","Keliling Danau","Kt. Dian P. Tengah","37173"
"Jambi","Kabupaten Kerinci","Keliling Danau","Dsn. Baru P. Tengah","37173"
"Jambi","Kabupaten Kerinci","Keliling Danau","Telago","37173"
"Jambi","Kabupaten Kerinci","Kayu Aro","Renah Kasah","37164"
"Jambi","Kabupaten Kerinci","Gunung Tujuh","Bengkolan Duo","37163"
"Jambi","Kabupaten Kerinci","Depati Tujuh","Tebat Ijuk","37161"
"Jambi","Kabupaten Kerinci","Kayu Aro Barat","Sako Duo","37165"
"Jambi","Kabupaten Kerinci","Air Hangat Barat","Koto Dua Baru","37166"
"Jambi","Kabupaten Merangin","Jangkat","Muara Madras","37372"
"Jambi","Kabupaten Merangin","Bangko","Pasar Atas","37312"
"Jambi","Kabupaten Merangin","Muara Siau","Rantau Bidaro","37370"
"Jambi","Kabupaten Merangin","Muara Siau","Sungai Ulas","37370"
"Jambi","Kabupaten Merangin","Sungai Manau","Seringat","37363"
"Jambi","Kabupaten Merangin","Tabir","Beluran Panjang","37350"
"Jambi","Kabupaten Merangin","Pamenang","Muara Belengo","37352"
"Jambi","Kabupaten Merangin","Pamenang","Karang Berahi","37352"
"Jambi","Kabupaten Merangin","Tabir Ulu","Rantau Ngarau","37356"
"Jambi","Kabupaten Merangin","Tabir Ulu","Muaro Seketuk","37356"
"Jambi","Kabupaten Merangin","Tabir Selatan","Bungo Antoi","37354"
"Jambi","Kabupaten Merangin","Lembah Masurai","Tuo","37373"
"Jambi","Kabupaten Merangin","Lembah Masurai","Muaro Pangi","37373"
"Jambi","Kabupaten Merangin","Nalo Tantan","Baru Nalo","37317"
"Jambi","Kabupaten Merangin","Renah Pembarap","Muaro Panco Barat","37362"
"Jambi","Kabupaten Merangin","Renah Pembarap","Muaro Panco Timur","37362"
"Jambi","Kabupaten Merangin","Pangkalan Jambu","Tiga Alur","37361"
"Jambi","Kabupaten Merangin","Tabir Lintas","Mensango","37357"
"Jambi","Kabupaten Merangin","Tabir Barat","Pulau Tebakar","37356"
"Jambi","Kabupaten Merangin","Tabir Barat","Muara Langeh","37356"
"Jambi","Kabupaten Merangin","Tiang Pumpung","Sekancing","37371"
"Jambi","Kabupaten Merangin","Tiang Pumpung","Baru Bukit Punjung","37371"
"Jambi","Kabupaten Merangin","Tiang Pumpung","Baru Sungai Sakai","37371"
"Jambi","Kabupaten Sarolangun","Batang Asai","Muaro Air Dua","37485"
"Jambi","Kabupaten Sarolangun","Batang Asai","Batin Pengambang","37485"
"Jambi","Kabupaten Sarolangun","Batang Asai","P. Salak Baru","37485"
"Jambi","Kabupaten Sarolangun","Batang Asai","Muaro Pemuat","37485"
"Jambi","Kabupaten Sarolangun","Batang Asai","Muara Cuban","37485"
"Jambi","Kabupaten Sarolangun","Batang Asai","Kasiro Hilir","37485"
"Jambi","Kabupaten Sarolangun","Limun","Meribung","37382"
"Jambi","Kabupaten Sarolangun","Limun","Muara Mensao","37382"
"Jambi","Kabupaten Sarolangun","Sarolangun","Tinting","37481"
"Jambi","Kabupaten Sarolangun","Pauh","Pangidaran","37491"
"Jambi","Kabupaten Sarolangun","Pelawan","Pematang Kulim","37482"
"Jambi","Kabupaten Sarolangun","Mandiangin","Muaro Ketalo","37492"
"Jambi","Kabupaten Sarolangun","Mandiangin","Taman Dewa","37492"
"Jambi","Kabupaten Sarolangun","Mandiangin","Gurun Baru","37492"
"Jambi","Kabupaten Sarolangun","Cermin Nan Gedang","Pemuncak","37381"
"Jambi","Kabupaten Batanghari","Mersam","Belanti Jaya","36654"
"Jambi","Kabupaten Batanghari","Mersam","Tapah Sari","36654"
"Jambi","Kabupaten Batanghari","Mersam","Tanjung Putra","36654"
"Jambi","Kabupaten Batanghari","Mersam","Sengkati Mudo","36654"
"Jambi","Kabupaten Batanghari","Muara Tembesi","Ampelu","36653"
"Jambi","Kabupaten Batanghari","Muara Tembesi","Ampelu Mudo","36653"
"Jambi","Kabupaten Batanghari","Muara Tembesi","Pematang Lima Suku","36653"
"Jambi","Kabupaten Batanghari","Muara Bulian","Muaro Singoan","36611"
"Jambi","Kabupaten Batanghari","Batin Xxiv","Koto Boyo","36656"
"Jambi","Kabupaten Batanghari","Batin Xxiv","Simpang Aur Gading","36656"
"Jambi","Kabupaten Batanghari","Maro Sebo Ulu","Simpang S. Rengas","36652"
"Jambi","Kabupaten Batanghari","Maro Sebo Ulu","Rengas Ix","36652"
"Jambi","Kabupaten Batanghari","Maro Sebo Ulu","Kembang Seri Baru","36652"
"Jambi","Kabupaten Batanghari","Bajubang","Petajen","36615"
"Jambi","Kabupaten Batanghari","Bajubang","Mekar Sari Nes","36615"
"Jambi","Kabupaten Muaro Jambi","Jambi Luar Kota","Muaro Pijoan","36361"
"Jambi","Kabupaten Muaro Jambi","Jambi Luar Kota","Simpang Sungai Duren","36361"
"Jambi","Kabupaten Muaro Jambi","Jambi Luar Kota","Kedemangan","36361"
"Jambi","Kabupaten Muaro Jambi","Sekernan","Pematang Pulai","36381"
"Jambi","Kabupaten Muaro Jambi","Sekernan","Tunas Mudo","36381"
"Jambi","Kabupaten Muaro Jambi","Kumpeh","Londerang","36371"
"Jambi","Kabupaten Muaro Jambi","Maro Sebo","Jambi Tulo","36382"
"Jambi","Kabupaten Muaro Jambi","Maro Sebo","Muaro Jambi","36382"
"Jambi","Kabupaten Muaro Jambi","Mestong","Tanjung Pauh Km. 32","36364"
"Jambi","Kabupaten Muaro Jambi","Sungai Bahar","Berkah","36365"
"Jambi","Kabupaten Muaro Jambi","Sungai Gelam","Kebon Ix","36363"
"Jambi","Kabupaten Muaro Jambi","Sungai Gelam","Mingkung Jaya","36363"
"Jambi","Kabupaten Muaro Jambi","Sungai Gelam","Gambut Jaya","36363"
"Jambi","Kabupaten Tanjung Jabung Barat","Merlung","Merlung","36554"
"Jambi","Kabupaten Tanjung Jabung Barat","Merlung","Merlung","36554"
"Jambi","Kabupaten Tanjung Jabung Barat","Batang Asam","Dusun Kebun","36550"
"Jambi","Kabupaten Tanjung Jabung Barat","Seberang Kota","Tungkal V","36514"
"Jambi","Kabupaten Tanjung Jabung Barat","Seberang Kota","Tungkal Iv Desa","36514"
"Jambi","Kabupaten Tanjung Jabung Barat","Bram Itam","Bram Itam Kiri","36514"
"Jambi","Kabupaten Tanjung Jabung Barat","Bram Itam","Bram Itam Kanan","36514"
"Jambi","Kabupaten Tanjung Jabung Timur","Mendahara","Pangkal Duri","36765"
"Jambi","Kabupaten Tanjung Jabung Timur","Mendahara","Bakti Idaman","36765"
"Jambi","Kabupaten Tanjung Jabung Timur","Sadu","Air Hitam Laut","36773"
"Jambi","Kabupaten Tanjung Jabung Timur","Dendang","Koto Kandis Dendang","36763"
"Jambi","Kabupaten Tanjung Jabung Timur","Geragai","Pandan Lagan","36764"
"Jambi","Kabupaten Tanjung Jabung Timur","Berbak","Telaga Limo","36751"
"Jambi","Kabupaten Bungo","Tanah Tumbuh","Bukit Kemang","37255"
"Jambi","Kabupaten Bungo","Tanah Tumbuh","Perenti Luweh","37255"
"Jambi","Kabupaten Bungo","Jujuhan","Talang Pamesun","37256"
"Jambi","Kabupaten Bungo","Limbur Lubuk Mengkuang","Tuo Lbk. Mengkuang","37213"
"Jambi","Kabupaten Bungo","Limbur Lubuk Mengkuang","Muaro Tebo Pandak","37213"
"Jambi","Kabupaten Bungo","Limbur Lubuk Mengkuang","Baru Lbk. Mengkuang","37213"
"Jambi","Kabupaten Bungo","Limbur Lubuk Mengkuang","Lbk. Tanah Terban","37213"
"Jambi","Kabupaten Bungo","Muko-muko Bathin Vii","Pekan Jum'at","37216"
"Jambi","Kabupaten Bungo","Batin Ii Babeko","Simpang Bebeko","37210"
"Jambi","Kabupaten Bungo","Bathin Iii","Air Gemuruh","37211"
"Jambi","Kabupaten Bungo","Rimbo Tengah","Cadika","37215"
"Jambi","Kabupaten Bungo","Tanah Sepenggal Lintas","Sungai Mancur","37264"
"Jambi","Kabupaten Tebo","Tebo Ilir","Sungai Bengkal","37572"
"Jambi","Kabupaten Tebo","Tebo Ilir","Tuo Ilir","37572"
"Jambi","Kabupaten Tebo","Tebo Ilir","Sungai Bengkal Barat","37572"
"Jambi","Kabupaten Tebo","Rimbo Bujang","Wirotho Agung","37551"
"Jambi","Kabupaten Tebo","Rimbo Bujang","Sarana Agung","37551"
"Jambi","Kabupaten Tebo","Rimbo Bujang","Mandiri Agung","37551"
"Jambi","Kabupaten Tebo","Rimbo Bujang","Sapta Mulia","37551"
"Jambi","Kabupaten Tebo","Rimbo Bujang","Mekar Kencana","37551"
"Jambi","Kabupaten Tebo","Rimbo Bujang","Perintis Jaya","37551"
"Jambi","Kabupaten Tebo","Rimbo Bujang","Perintis Makmur","37551"
"Jambi","Kabupaten Tebo","Sumay","Semambu","37573"
"Jambi","Kabupaten Tebo","Sumay","Pemayungan","37573"
"Jambi","Kabupaten Tebo","Vii Koto","Tanjung Pucuk Jambi","37561"
"Jambi","Kabupaten Tebo","Rimbo Ulu","Wana Arum","37553"
"Jambi","Kabupaten Tebo","Tengah Ilir","Lubuk Mandarsah","37574"
"Jambi","Kabupaten Tebo","Tengah Ilir","Lubuk Mandarsah Ulu","37574"
"Jambi","Kabupaten Tebo","Serai Serumpun","Pinang Belai","37554"
"Jambi","Kabupaten Tebo","Muara Tabir","Bangun Seranten","37570"
"Jambi","Kota Jambi","Telanaipura","Simpang Iv Sipin","36124"
"Jambi","Kota Jambi","Telanaipura","Aur Kenali","36129"
"Jambi","Kota Jambi","Jambi Timur","Sijenjang","36149"
"Jambi","Kota Jambi","Kota Baru","Simpang Iii Sipin","36126"
"Jambi","Kota Jambi","Kota Baru","Talang Gulo","36128"
"Jambi","Kota Jambi","Kota Baru","Kenali Asam","36128"
"Jambi","Kota Jambi","Alam Barajo","Beliung","36129"
"Jambi","Kota Jambi","Alam Barajo","Simpang Rimbo","36129"
"Jambi","Kota Jambi","Paal Merah","Payo Selincah","36148"
"Jambi","Kota Jambi","Paal Merah","Bakung Jaya","36139"
"Jambi","Kota Sungai Penuh","Pesisir Bukit","Koto Duo","37152"
"Jambi","Kota Sungai Penuh","Tanah Kampung","Kt. Baru Tanah Kampung","37121"
"Jambi","Kota Sungai Penuh","Kumun Debai","Air Teluh","37111"
"Jambi","Kota Sungai Penuh","Pondok Tinggi","Koto Lebu","37111"
"Sumatera Selatan","Kabupaten Ogan Komering Ulu","Pengandonan","Kesambirata","32154"
"Sumatera Selatan","Kabupaten Ogan Komering Ulu","Peninjauan","Espetiga","32191"
"Sumatera Selatan","Kabupaten Ogan Komering Ulu","Peninjauan","Penilikan","32191"
"Sumatera Selatan","Kabupaten Ogan Komering Ulu","Peninjauan","Panji Jaya","32191"
"Sumatera Selatan","Kabupaten Ogan Komering Ulu","Baturaja Timur","Sekar Jaya","32115"
"Sumatera Selatan","Kabupaten Ogan Komering Ulu","Baturaja Timur","Air Paoh","32111"
"Sumatera Selatan","Kabupaten Ogan Komering Ulu","Semidang Aji","Panggal Panggang","32156"
"Sumatera Selatan","Kabupaten Ogan Komering Ulu","Lengkiti","Gedung Pekuon","32158"
"Sumatera Selatan","Kabupaten Ogan Komering Ulu","Lengkiti","Umpam","32158"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Tanjung Lubuk","Atar Balam","30671"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Tanjung Lubuk","Pulau Gemantung Ilir","30671"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Tanjung Lubuk","Pulau Gemantung Ulu","30671"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Tanjung Lubuk","Pulau Gemantung Darat","30671"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Pedamaran","Lebuh Rarak","30672"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Mesuji","Sido Basuki","30681"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Kayu Agung","Sidakersa","30615"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Kayu Agung","Serigeni","30618"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Sirah Pulau Padang","Batu Ampar Baru","30651"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Sirah Pulau Padang","Terusan Laut","30651"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Tulung Selapan","Kuala Dua Belas","30655"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Tulung Selapan","Simpang Tiga Abadi","30655"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Tulung Selapan","Tulung Selapan Timur","30655"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Pampangan","Menggeris","30654"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Pampangan","Ulak Kemang Baru","30654"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Pampangan","Keman Baru","30654"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Lempuing","Cahaya Maju","30657"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Lempuing","Bumiarjo Makmur","30657"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Air Sugihan","Srijaya Baru","30656"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Sungai Menang","Gajah Mukti","30684"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Sungai Menang","Gajah Mulya","30684"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Sungai Menang","Gading Mas","30684"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Jejawi","Tanjung Ali","30652"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Jejawi","Batun Baru","30652"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Jejawi","Danau Ceper","30652"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Cengal","Balam Jeruju","30658"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Cengal","Kebun Cabe","30658"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Cengal","Lebak Beriang","30658"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Cengal","Parit Raya","30658"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Pangkalan Lampam","Pangkalan Lampan","30659"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Pangkalan Lampam","Pulauan","30659"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Pangkalan Lampam","Rawa Tenam","30659"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Mesuji Makmur","Bina Karsa","30682"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Mesuji Raya","Balian","30683"
"Sumatera Selatan","Kabupaten Ogan Komering Ilir","Lempuing Jaya","Rantau Durian Asli","30657"
